Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
positive regulation of interferon-beta production (GO:0032728)	5/26	0.001463829860204994	0.07469923776626085	0	0	5.792400370713624	37.80525420472404	IFIH1;RIPK2;IRF1;IRF7;TLR8
cellular response to DNA damage stimulus (GO:0006974)	22/329	0.0015574344232088628	0.07868898872905769	0	0	2.0141355696341594	13.020813259007905	TOP2A;FEN1;MCM7;DTX3L;BCL2A1;XRCC2;MCM10;BRCA1;TICRR;RECQL4;BCL2L11;EXO1;ZC3H12A;PCLAF;CDK1;IRF7;E2F1;CTLA4;RAD54L;FBXO6;CLSPN;DTL
negative regulation of NF-kappaB transcription factor activity (GO:0032088)	9/82	0.001569451375022057	0.07851872908566232	0	0	3.305906553041434	21.346335024306164	PARP10;CYLD;AIM2;ADORA3;ZC3H12A;NLRC5;ACOD1;NOD2;KLF4
chemokine-mediated signaling pathway (GO:0070098)	7/52	0.0015730925243644801	0.07793680729933924	0	0	4.054680259499537	26.17179266346497	CCL13;CXCL10;CXCL9;CXCL11;CCL8;CCL7;CCL15
regulation of ERK1 and ERK2 cascade (GO:0070372)	18/247	0.001583364683661732	0.07769144212236363	0	0	2.1950148773230573	14.153901845356513	NECAB2;NRP1;CCL13;CD74;LMTK2;NOD2;SCIMP;ICAM1;CEACAM1;CCL8;CCL7;GPR183;RAPGEF2;TNFAIP8L3;GBP1;EPHB3;SLAMF1;CCL15
regulation of interferon-alpha production (GO:0032647)	4/16	0.0015929992429641678	0.07741976320805856	0	0	7.53012048192771	48.5100656873558	IFIH1;STAT1;RIPK2;IRF7
regulation of cell proliferation (GO:0042127)	40/740	0.001789761588089159	0.08616182437753753	0	0	1.6281341582546403	10.299044055701444	ITK;IFITM1;CD40;CXCL9;CDCA7;LRP5;TNFRSF11A;BRCA1;IFIT3;TNFSF13B;SCIN;ADORA3;JAK2;JAK3;IL12RB2;SLAMF1;EDN1;CDKN2C;IL15;TESC;HGF;IL31RA;FLT3LG;VEGFC;CDC6;KLF4;SSTR2;AGT;PML;CXCL10;CXCL11;PRC1;IRF1;RAPGEF2;BIRC5;FAS;GHRL;ATF5;TNFRSF21;HBEGF
negative regulation of interleukin-1 production (GO:0032692)	3/8	0.0018003865365988731	0.08586329435760795	0	0	11.295180722891565	71.38276236346728	CEACAM1;GHRL;MEFV
negative regulation of activated T cell proliferation (GO:0046007)	3/8	0.0018003865365988731	0.08506826385429676	0	0	11.295180722891565	71.38276236346728	CD274;BTN2A2;PDCD1LG2
tyrosine phosphorylation of STAT protein (GO:0007260)	3/8	0.0018003865365988731	0.08428782106664266	0	0	11.295180722891565	71.38276236346728	IL15;JAK2;JAK3
immunoglobulin mediated immune response (GO:0016064)	3/8	0.0018003865365988731	0.083521568147855	0	0	11.295180722891565	71.38276236346728	CD74;TLR8;HLA-DQB1
DNA cytosine deamination (GO:0070383)	3/8	0.0018003865365988731	0.08276912158796441	0	0	11.295180722891565	71.38276236346728	APOBEC3D;APOBEC3G;APOBEC3A
negative regulation of cell cycle G2/M phase transition (GO:1902750)	8/69	0.0019872869125322668	0.0905457599522514	0	0	3.4922297887200977	21.72510889123046	PSME1;PSME2;BRCA1;ATF5;DTL;PSMB10;PSMB8;PSMB9
regulation of transposition (GO:0010528)	4/17	0.002028892825022288	0.09162336359370563	0	0	7.087172218284904	43.94234614535486	APOBEC3D;PIWIL4;APOBEC3G;APOBEC3A
positive regulation of extrinsic apoptotic signaling pathway (GO:2001238)	5/28	0.0020706287843551474	0.09268788321547647	0	0	5.378657487091222	33.23958131063207	CYLD;TNFSF10;PMAIP1;AGT;PML
DNA recombination (GO:0006310)	7/55	0.0021904879687439966	0.09720052264783144	0	0	3.8335158817086525	23.47503647446294	RECQL4;RMI2;EXO1;XRCC2;DMC1;RAD54L;BRCA1
regulation of primary metabolic process (GO:0080090)	12/139	0.002333158614853588	0.10263886561722292	0	0	2.600329375054174	15.759380170097065	LACTB;ALAS1;ACSL1;PSME1;CYP1A1;PSME2;TNFAIP8L3;TNFRSF21;PSMB10;AGT;PSMB8;PSMB9
calcium ion homeostasis (GO:0055074)	9/87	0.002373844716639967	0.10353615033345086	0	0	3.115911923556294	18.83021726716585	CCL13;CD40;CCL8;CCL7;ANK2;ATP13A2;FAM20A;TRDN;CCL15
regulation of angiogenesis (GO:0045765)	14/177	0.0024020099708677916	0.10387675323168086	0	0	2.382410999931931	14.3693914062513	CD40;NPR1;STAT1;PDE3B;VEGFC;BRCA1;THBS2;KLF4;PML;AMOT;CDH5;CEACAM1;ZC3H12A;GHRL
negative regulation of lymphocyte proliferation (GO:0050672)	5/29	0.0024345862181722184	0.10440078547338513	0	0	5.19318653926049	31.252484772657432	CD274;CD80;CTLA4;PDCD1LG2;TNFRSF21
response to lipid (GO:0033993)	12/140	0.0024769732181880253	0.10533328610344578	0	0	2.5817555938037864	15.492387110319369	PAQR8;CXCL10;CXCL11;CD40;CXCL9;GCH1;PAQR5;SLC11A1;FAS;TNFRSF11A;JAK2;TNFRSF21
response to organophosphorus (GO:0046683)	4/18	0.002540711005609189	0.10715081207953464	0	0	6.693440428380187	39.99539031897437	P2RX7;P2RX4;STAT1;TYMS
regulation of T-helper 1 type immune response (GO:0002825)	3/9	0.0026341952959992	0.11018277537281901	0	0	10.04016064257028	59.630296527536416	SLC11A1;IL27;IL12RB1
interleukin-1 secretion (GO:0050701)	3/9	0.0026341952959992	0.10928698045108877	0	0	10.04016064257028	59.630296527536416	GBP5;AIM2;S100A13
regulation of cell communication by electrical coupling involved in cardiac conduction (GO:1901844)	3/9	0.0026341952959992	0.10840563383454774	0	0	10.04016064257028	59.630296527536416	CAMK2D;SRI;TRDN
T cell mediated immunity (GO:0002456)	3/9	0.0026341952959992	0.10753838876387135	0	0	10.04016064257028	59.630296527536416	SLC11A1;BTN3A3;BTN3A2
regulation of B cell proliferation (GO:0030888)	6/43	0.0028031453987652773	0.11352738864999372	0	0	4.202857943401513	24.70025134039829	CD74;GPR183;CTLA4;CD38;TNFRSF21;TNFSF13B
mitotic cell cycle phase transition (GO:0044772)	16/221	0.0029998856694095875	0.12053871315745768	0	0	2.180668374856894	12.667897511283964	CDT1;ABCB1;CDKN2C;MCM7;MCM10;CDC6;PKMYT1;CDC25A;CCNA2;CDC45;CCNE2;CDK1;MCM4;MCM6;OPTN;MCM2
negative regulation of transposition (GO:0010529)	4/19	0.0031346071539820257	0.12496797114664279	0	0	6.3411540900443875	36.558347637817214	APOBEC3D;PIWIL4;APOBEC3G;APOBEC3A
osteoclast differentiation (GO:0030316)	4/19	0.0031346071539820257	0.12399922718426572	0	0	6.3411540900443875	36.558347637817214	SBNO2;GPR183;SNX10;TNFRSF11A
positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)	13/163	0.0031472708856184364	0.12354248714854525	0	0	2.4022470249094536	13.839872613180617	CD74;CD40;RIPK2;SLC20A1;SECTM1;NOD2;UBD;CLEC6A;TNFSF10;S100A13;CARD16;TRIM22;APOL3
regulation of cytokine production (GO:0001817)	10/108	0.003173807093030942	0.1236331114178389	0	0	2.788933511825078	16.044242068183458	ZBP1;IFIH1;BTN2A2;BTN3A1;SLC11A1;IRF7;BTN3A3;BTN3A2;NOD2;AGT
positive regulation of NF-kappaB transcription factor activity (GO:0051092)	11/128	0.003614575501152406	0.1397362028968237	0	0	2.5884789156626504	14.554449696599622	TNFSF18;CD40;AIM2;RIPK2;ADAM8;CARD16;TNFRSF11A;NOD2;RHEBL1;TRIM22;AGT
regulation of protein processing (GO:0070613)	11/128	0.003614575501152406	0.1386855547547423	0	0	2.5884789156626504	14.554449696599622	C4B;C3;C1QB;C4A;CFH;C1S;LRRK2;SERPING1;ADAM8;CFB;C2
positive regulation of protein binding (GO:0032092)	7/60	0.003616167614188324	0.1377112189194255	0	0	3.5140562248995986	19.7572205764641	RALB;DTX3L;RIPK2;LRRK2;RAPGEF2;B2M;MMP9
positive regulation of apoptotic signaling pathway (GO:2001235)	8/76	0.0036623344435923666	0.13843624196779145	0	0	3.1705770450221937	17.78584181602839	CYLD;BCL2L11;TNFSF10;PMAIP1;FAS;MMP9;AGT;PML
pyroptosis (GO:0070269)	3/10	0.003670789892260802	0.137735594266227	0	0	9.036144578313253	50.668810938933866	GSDMD;AIM2;GSDMA
regulation of actin filament-based movement (GO:1903115)	3/10	0.003670789892260802	0.13673022496501366	0	0	9.036144578313253	50.668810938933866	PDE4B;ANK2;SRI
regulation of single stranded viral RNA replication via double stranded DNA intermediate (GO:0045091)	3/10	0.003670789892260802	0.13573942623338314	0	0	9.036144578313253	50.668810938933866	TOP2A;APOBEC3D;APOBEC3G
negative regulation of interleukin-1 beta secretion (GO:0050713)	3/10	0.003670789892260802	0.1347628835986106	0	0	9.036144578313253	50.668810938933866	ZC3H12A;CARD17;CARD16
myeloid dendritic cell differentiation (GO:0043011)	3/10	0.003670789892260802	0.13380029157290624	0	0	9.036144578313253	50.668810938933866	BATF2;BATF3;UBD
regulation of T cell apoptotic process (GO:0070232)	3/10	0.003670789892260802	0.13285135333480053	0	0	9.036144578313253	50.668810938933866	PDCD1;JAK3;IDO1
positive regulation of calcium ion transport into cytosol (GO:0010524)	5/32	0.0038041192052984465	0.13670718524392939	0	0	4.706325301204819	26.222095246426658	P2RX7;CXCL10;CXCL9;CXCL11;P2RX4
negative regulation of innate immune response (GO:0045824)	4/20	0.003816564001702596	0.13619528741740103	0	0	6.024096385542169	33.54460685017476	NLRC5;ACOD1;TRAFD1;SERPING1
regulation of protein binding (GO:0043393)	10/111	0.003868302858308226	0.13708298254129775	0	0	2.7135569304244003	15.073644323323474	DAB2;RALB;DTX3L;RIPK2;LRRK2;XIRP1;RAPGEF2;CARD16;B2M;IFIT2
regulation of G1/S transition of mitotic cell cycle (GO:2000045)	6/46	0.003960793623887894	0.1393926197427581	0	0	3.9287585123101096	21.73118464008301	PID1;CDC45;E2F1;PSME1;PSME2;KLF4
regulation of GTPase activity (GO:0043087)	14/188	0.004143734911415279	0.14483204967775457	0	0	2.2430146116380416	12.305531984513271	USP6NL;CCL13;CD40;LRRK2;RASGRF1;KLRK1;CCL8;CCL7;PLXNA2;RAPGEF2;RSU1;EPHB3;S100A10;CCL15
regulation of heart contraction (GO:0008016)	9/95	0.004308030928055868	0.14955021650251085	0	0	2.853519340519975	15.543902683732977	CAMK2D;P2RX4;NPR1;ADORA3;ANK2;ATP1B2;SRI;AGT;TRDN
regulation of cardiac muscle hypertrophy (GO:0010611)	4/21	0.004592364323840898	0.15834348070648718	0	0	5.737234652897303	30.885601172096973	CAMK2D;EDN1;P2RX4;AGT
interleukin-27-mediated signaling pathway (GO:0070106)	3/11	0.0049236890161523696	0.1686280875800372	0	0	8.214676889375683	43.65030582754567	STAT1;IL27;JAK2
negative regulation of leukocyte activation (GO:0002695)	3/11	0.0049236890161523696	0.1675039003295036	0	0	8.214676889375683	43.65030582754567	ZC3H12A;IL31RA;CD300LF
activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:0097296)	3/11	0.0049236890161523696	0.1663946029763281	0	0	8.214676889375683	43.65030582754567	TNFSF10;FAS;JAK2
myeloid cell activation involved in immune response (GO:0002275)	3/11	0.0049236890161523696	0.1652999016409575	0	0	8.214676889375683	43.65030582754567	SBNO2;LILRA2;SLAMF1
relaxation of cardiac muscle (GO:0055119)	3/11	0.0049236890161523696	0.1642195101269643	0	0	8.214676889375683	43.65030582754567	CAMK2D;P2RX4;KCNJ2
T cell proliferation (GO:0042098)	3/11	0.0049236890161523696	0.16315314967159442	0	0	8.214676889375683	43.65030582754567	TNFSF18;BTN3A1;SLC11A1
positive regulation of mesenchymal cell proliferation (GO:0002053)	3/11	0.0049236890161523696	0.16210054870597124	0	0	8.214676889375683	43.65030582754567	STAT1;CHRD;LRP5
cytidine to uridine editing (GO:0016554)	3/11	0.0049236890161523696	0.1610614426245227	0	0	8.214676889375683	43.65030582754567	APOBEC3D;APOBEC3G;APOBEC3A
relaxation of muscle (GO:0090075)	3/11	0.0049236890161523696	0.16003557356322	0	0	8.214676889375683	43.65030582754567	CAMK2D;P2RX4;KCNJ2
cellular response to interferon-beta (GO:0035458)	3/11	0.0049236890161523696	0.1590226901862376	0	0	8.214676889375683	43.65030582754567	STAT1;IRF1;ACOD1
negative regulation of heart contraction (GO:0045822)	3/11	0.0049236890161523696	0.15802254748066377	0	0	8.214676889375683	43.65030582754567	SPTBN4;ZC3H12A;SRI
embryonic hemopoiesis (GO:0035162)	3/11	0.0049236890161523696	0.15703490655890964	0	0	8.214676889375683	43.65030582754567	KITLG;TAL1;FLT3LG
interleukin-35-mediated signaling pathway (GO:0070757)	3/11	0.0049236890161523696	0.15605953446848161	0	0	8.214676889375683	43.65030582754567	STAT1;JAK2;IL12RB2
positive regulation of cell adhesion (GO:0045785)	7/64	0.0051926226027473954	0.16356761198654296	0	0	3.2944277108433733	17.330390971810957	TNFSF18;CHRD;AGR2;ADAM8;RSU1;JAK2;TGM2
positive regulation of binding (GO:0051099)	8/81	0.005410683727814362	0.1693909144971576	0	0	2.974862412613416	15.526936819540493	CDT1;RALB;DTX3L;RIPK2;LRRK2;RAPGEF2;B2M;MMP9
regulation of interferon-gamma-mediated signaling pathway (GO:0060334)	4/22	0.00546756562936753	0.17012797199184454	0	0	5.47645125958379	28.526406363324714	SOCS1;STAT1;NLRC5;JAK2
regulation of cytokine production involved in inflammatory response (GO:1900015)	4/22	0.00546756562936753	0.16909689337371214	0	0	5.47645125958379	28.526406363324714	GBP5;ZC3H12A;NOD2;MEFV
regulation of cyclin-dependent protein kinase activity (GO:1904029)	5/35	0.0056520929819577365	0.17375078606584535	0	0	4.3029259896729775	22.270780392146833	CDKN2C;CCNE2;CDC6;PKMYT1;CDC25A
regulation of cardiac muscle contraction (GO:0055117)	5/35	0.0056520929819577365	0.1727103621971876	0	0	4.3029259896729775	22.270780392146833	P2RX4;ZC3H12A;PDE4B;ANK2;SRI
DNA synthesis involved in DNA repair (GO:0000731)	7/65	0.005656785577756288	0.17182486192434726	0	0	3.2437442075996294	16.7860501717005	RMI2;EXO1;XRCC2;PCLAF;UBE2L6;BRCA1;DTL
negative regulation of binding (GO:0051100)	8/82	0.0058259530120017165	0.17591620248665538	0	0	2.938583602703497	15.120284119018446	DAB2;RALB;LRRK2;E2F1;XIRP1;CARD16;JAK2;IFIT2
positive regulation of homeostatic process (GO:0032846)	8/83	0.006265027478022586	0.1880613836491133	0	0	2.903178980984178	14.727165930284244	HCAR2;P2RX7;P2RX4;TAL1;NPR1;STAT1;ADAM8;PML
regulation of mesenchymal cell proliferation (GO:0010464)	3/12	0.006404373745153945	0.19111999544748878	0	0	7.53012048192771	38.03293768332881	STAT1;CHRD;LRP5
regulation of nitric-oxide synthase biosynthetic process (GO:0051769)	3/12	0.006404373745153945	0.1900088326832592	0	0	7.53012048192771	38.03293768332881	EDN1;NOD2;JAK2
positive regulation of T-helper 1 type immune response (GO:0002827)	3/12	0.006404373745153945	0.18891051573133283	0	0	7.53012048192771	38.03293768332881	SLC11A1;CD80;IL12RB1
regulation of cell communication by electrical coupling (GO:0010649)	3/12	0.006404373745153945	0.18782482311218726	0	0	7.53012048192771	38.03293768332881	CAMK2D;SRI;TRDN
negative regulation of interleukin-1 secretion (GO:0050711)	3/12	0.006404373745153945	0.18675153840868902	0	0	7.53012048192771	38.03293768332881	ZC3H12A;CARD17;CARD16
DNA deamination (GO:0045006)	3/12	0.006404373745153945	0.18569045012227603	0	0	7.53012048192771	38.03293768332881	APOBEC3D;APOBEC3G;APOBEC3A
cellular divalent inorganic cation homeostasis (GO:0072503)	9/101	0.006432786341425245	0.185460501131599	0	0	2.6840033400930454	13.544413545278598	CCL13;CD40;CCL8;CCL7;SLC11A1;ANK2;ATP13A2;TRDN;CCL15
cellular response to interleukin-6 (GO:0071354)	4/23	0.006447478531248176	0.18483979182561483	0	0	5.238344683080147	26.42255709792344	SBNO2;PID1;STAT1;JAK2
regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880)	4/23	0.006447478531248176	0.1838071672902762	0	0	5.238344683080147	26.42255709792344	CAMK2D;ANK2;SRI;TRDN
positive regulation of ion transmembrane transporter activity (GO:0032414)	4/23	0.006447478531248176	0.1827860163608858	0	0	5.238344683080147	26.42255709792344	ABCB1;ANK2;ATP1B2;CTSS
negative regulation of protein binding (GO:0032091)	7/67	0.00667733469728823	0.18825656884122563	0	0	3.146916022298148	15.763016804200324	DAB2;RALB;LRRK2;XIRP1;CARD16;B2M;IFIT2
regulation of cardiac conduction (GO:1903779)	7/67	0.00667733469728823	0.18722219208935076	0	0	3.146916022298148	15.763016804200324	CAMK2D;NPR1;ANK2;ATP1B2;SRI;AGT;TRDN
regulation of acute inflammatory response (GO:0002673)	10/121	0.007085519154280154	0.19758144395787774	0	0	2.4892960270835407	12.321273855910155	C4B;C3;C1QB;C4A;CFH;C1S;SERPING1;ADAM8;CFB;C2
regulation of metal ion transport (GO:0010959)	5/37	0.007188502787540622	0.1993637485044554	0	0	4.070335395636601	20.088213791614766	P2RX7;SPTBN4;P2RX4;ANK2;SRI
regulation of type I interferon production (GO:0032479)	8/85	0.007217965400013115	0.1990987969527942	0	0	2.8348688873139616	13.979254901042774	IFIH1;ZBP1;CYLD;IRF1;IRF7;NLRC5;ACOD1;UBE2L6
regulation of endopeptidase activity (GO:0052548)	7/68	0.007236068453024215	0.19852503933216437	0	0	3.1006378454996453	15.28204321403604	PSME1;SERPING1;PSME2;ATP13A2;AGT;PSMB8;PSMB9
positive regulation of endopeptidase activity (GO:0010950)	4/24	0.007537148515115837	0.20567951268789367	0	0	5.02008032128514	24.53770757786078	AIM2;PSME1;PSME2;MEFV
eosinophil chemotaxis (GO:0048245)	4/24	0.007537148515115837	0.20458547272678784	0	0	5.02008032128514	24.53770757786078	CCL13;CCL8;CCL7;CCL15
eosinophil migration (GO:0072677)	4/24	0.007537148515115837	0.2035030099081276	0	0	5.02008032128514	24.53770757786078	CCL13;CCL8;CCL7;CCL15
transition metal ion homeostasis (GO:0055076)	4/24	0.007537148515115837	0.20243194143492693	0	0	5.02008032128514	24.53770757786078	SLC25A28;SLC11A1;ATP13A2;B2M
regulation of cell cycle G1/S phase transition (GO:1902806)	4/24	0.007537148515115837	0.201372088338409	0	0	5.02008032128514	24.53770757786078	PID1;PSME1;E2F1;PSME2
cellular calcium ion homeostasis (GO:0006874)	10/123	0.007924379277497015	0.21061514298472536	0	0	2.4488196689195805	11.846927433863206	CCL13;CD40;CAMK2D;CCL8;CCL7;ANK2;ATP13A2;PML;TRDN;CCL15
potassium ion import (GO:0010107)	5/38	0.008056441618092786	0.2130156558400388	0	0	3.963221306277742	19.107812724066587	SLC12A3;KCNJ10;KCNJ15;ATP1B2;KCNJ2
cellular response to exogenous dsRNA (GO:0071360)	3/13	0.008122437770300184	0.21365360794763835	0	0	6.950880444856349	33.45545610644832	COLEC12;IFIH1;RALB
regulation of cAMP metabolic process (GO:0030814)	3/13	0.008122437770300184	0.21255794841970174	0	0	6.950880444856349	33.45545610644832	CXCL10;CXCL9;CXCL11
cellular response to interleukin-15 (GO:0071350)	3/13	0.008122437770300184	0.2114734690910298	0	0	6.950880444856349	33.45545610644832	IL15RA;IL15;JAK3
tetrahydrofolate metabolic process (GO:0046653)	3/13	0.008122437770300184	0.21039999970478093	0	0	6.950880444856349	33.45545610644832	DHFR;MTHFD2;TYMS
positive regulation of interleukin-17 production (GO:0032740)	3/13	0.008122437770300184	0.20933737344364567	0	0	6.950880444856349	33.45545610644832	IL15;SLAMF6;NOD2
interleukin-15-mediated signaling pathway (GO:0035723)	3/13	0.008122437770300184	0.20828542684342632	0	0	6.950880444856349	33.45545610644832	IL15RA;IL15;JAK3
mitotic DNA integrity checkpoint (GO:0044774)	3/13	0.008122437770300184	0.2072439997092092	0	0	6.950880444856349	33.45545610644832	TOP2A;CLSPN;TICRR
innate immune response activating cell surface receptor signaling pathway (GO:0002220)	10/124	0.008371479935642944	0.21253563239595	0	0	2.4290711232024873	11.618064020152302	MUC1;CLEC10A;CLEC6A;ICAM2;PSME1;PSME2;LILRA2;PSMB10;PSMB8;PSMB9
post-translational protein modification (GO:0043687)	21/357	0.008498239820200855	0.21468573169547012	0	0	1.771793054571226	8.447725402030926	CISH;EPAS1;GOLM1;SDC2;DSCC1;ESCO2;PSMB8;PSMB10;PSMB9;C3;C4A;NUB1;UBD;PSME1;PSME2;NUCB1;FBXO6;SCG3;FEM1C;APOL1;DTL
positive regulation of calcium ion transmembrane transport (GO:1904427)	4/25	0.008741340800881113	0.21973922220145972	0	0	4.819277108433735	22.84188766924801	CXCL10;CXCL9;CXCL11;ANK2
positive regulation of immune response (GO:0050778)	6/54	0.008742846573908081	0.21869973562084774	0	0	3.3467202141900936	15.861845540115874	GBP5;HLA-DMB;TLR8;ADAM8;NOD2;IL12RB1
positive regulation of cellular catabolic process (GO:0031331)	9/106	0.008752023276295685	0.21786134038505794	0	0	2.557399408956581	12.118161333227091	P2RX7;DTX3L;LRRK2;ZC3H12A;ADAM8;MEFV;GTPBP1;TRIM22;OPTN
regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041)	5/39	0.008994467313328815	0.22280954708697545	0	0	3.8616002471424156	18.192561143193206	TNFSF10;PMAIP1;FAS;BRCA1;ICAM1
DNA biosynthetic process (GO:0071897)	5/39	0.008994467313328815	0.22173317246336685	0	0	3.8616002471424156	18.192561143193206	RMI2;EXO1;XRCC2;BRCA1;TYMS
regulation of apoptotic process (GO:0042981)	40/815	0.009093845605623874	0.22310526021874338	0	0	1.478305861482741	6.948270236281212	TOP2A;CD40;BCL2A1;NRK;TNFRSF11A;BRCA1;IFIT3;IFIT2;BCL2L11;SCIN;AIFM2;UBD;PIM1;E2F1;TNFSF10;CTLA4;CD38;PMAIP1;JAK2;JAK3;BCL2L14;EPHB3;TGM2;TNFSF18;CD74;GADD45B;RIPK2;STAT1;HGF;IL31RA;LMTK2;MMP9;DAB2;CDK1;CD28;BIRC5;FAS;GHRL;ATF5;TNFRSF21
negative regulation of response to external stimulus (GO:0032102)	9/107	0.009283412726923094	0.22666629256214618	0	0	2.5334984799009117	11.85557213190396	CDH5;RTN4RL1;ACOD1;GHRL;CARD16;NOD2;MEFV;LILRA2;KLF4
regulation of inflammatory response (GO:0050727)	12/166	0.009557123253210413	0.23223809505301304	0	0	2.177384235738133	10.125856827127944	CDH5;SBNO2;IL15;CASP4;ACOD1;GHRL;NOD2;MEFV;JAK2;KLF4;AGT;CCL15
regulation of protein activation cascade (GO:2000257)	9/108	0.009838832383491354	0.2379505291609307	0	0	2.51004016064257	11.59994536941001	C4B;C3;C1QB;C4A;CFH;C1S;SERPING1;CFB;C2
positive regulation of phosphorylation (GO:0042327)	14/208	0.009846739447953848	0.23701845001371927	0	0	2.0273401297497684	9.367558009085021	NRP1;CD74;CD40;RALB;HGF;LRRK2;LMTK2;MMP9;C3;P2RX7;DAB2;FAS;FAM20A;EPHB3
negative regulation of cytokine secretion (GO:0050710)	5/40	0.010005188762819188	0.2397017758528935	0	0	3.765060240963855	17.33679007634007	BTN2A2;ZC3H12A;TLR8;GBP1;TNFRSF21
regulation of release of cytochrome c from mitochondria (GO:0090199)	5/40	0.010005188762819188	0.23858167409657158	0	0	3.765060240963855	17.33679007634007	BCL2L11;HGF;TNFSF10;PMAIP1;MMP9
negative regulation of cytokine-mediated signaling pathway (GO:0001960)	5/40	0.010005188762819188	0.23747199189147125	0	0	3.765060240963855	17.33679007634007	IL1RN;NLRC5;STAP1;PADI2;CARD16
regulation of cardiac muscle cell contraction (GO:0086004)	4/26	0.010064528064376787	0.23777447552090158	0	0	4.633920296570899	21.31018586550006	CAMK2D;PDE4B;ANK2;SRI
regulation of viral entry into host cell (GO:0046596)	4/26	0.010064528064376787	0.23667874061066702	0	0	4.633920296570899	21.31018586550006	CD74;IFITM1;IFITM2;TRIM31
positive regulation of release of cytochrome c from mitochondria (GO:0090200)	4/26	0.010064528064376787	0.2355930583142878	0	0	4.633920296570899	21.31018586550006	BCL2L11;TNFSF10;PMAIP1;MMP9
strand displacement (GO:0000732)	4/26	0.010064528064376787	0.23451729092472487	0	0	4.633920296570899	21.31018586550006	RMI2;EXO1;XRCC2;BRCA1
positive regulation of response to external stimulus (GO:0032103)	8/90	0.010076223770400603	0.23372259045615582	0	0	2.677376171352075	12.309442335960021	THBD;IL15;ACOD1;DDX60;SCARF1;OPTN;AGT;CCL15
adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002460)	3/14	0.010085728933577627	0.23288450112238296	0	0	6.454388984509466	29.668462765931046	BTN3A3;BTN3A2;IL18BP
positive regulation of purine nucleotide metabolic process (GO:1900544)	3/14	0.010085728933577627	0.2318354718380479	0	0	6.454388984509466	29.668462765931046	CXCL10;CXCL9;CXCL11
positive regulation of muscle hypertrophy (GO:0014742)	3/14	0.010085728933577627	0.2307958508881015	0	0	6.454388984509466	29.668462765931046	CAMK2D;EDN1;AGT
regulation of response to interferon-gamma (GO:0060330)	3/14	0.010085728933577627	0.22976551226806533	0	0	6.454388984509466	29.668462765931046	SOCS1;STAT1;JAK2
regulation of complement activation (GO:0030449)	9/109	0.010418933885186516	0.23630142051603018	0	0	2.4870122692605285	11.351048706630964	C4B;C3;C1QB;C4A;CFH;C1S;SERPING1;CFB;C2
apoptotic process (GO:0006915)	15/231	0.010531684343954639	0.23780170445663945	0	0	1.9558754498513533	8.905818746943183	GSDMA;KREMEN1;BRCA1;IFIT2;CASP7;BCL2L11;AIFM2;IRF1;CASP4;FAS;PMAIP1;JAK2;BCL2L14;TNFRSF21;MCM2
